19234725,64478415,01/01/2020 00:06:00,[24] UA / 46-40 CPZ // 1148 BACK TO TC SCENE
19234742,64478420,01/01/2020 00:06:00,[27] C43-008  SPOKE WITH INVD GRANDMOTHER  BELIEVES THE INVD IS AT HER R IN BROWNSEVILLE - ENRT BACK TO VEH
19234766,64478436,01/01/2020 00:06:00,Unit Assigned
19234766,64478437,01/01/2020 00:06:00,Unit Enroute
19234780,64478442,01/01/2020 00:06:00,[3] IN THE MIDDLE OF THE RD
19234780,64478443,01/01/2020 00:06:00,[2] SOMETHING ON FIRE / POSS A CHRISTMAS TREE ON FIRE
19234780,64478444,01/01/2020 00:06:00,[2] RP HEARD ONLY
19234776,64478448,01/01/2020 00:06:00,Unit Assigned
19234776,64478449,01/01/2020 00:06:00,Unit Enroute
19234776,64478478,01/01/2020 00:06:00,[13] [Appended  00:10:53] [2] RP HEARD ONLY
19234769,64478409,01/01/2020 00:07:00,Unit Assigned
19234769,64478410,01/01/2020 00:07:00,Unit Enroute
19234755,64478421,01/01/2020 00:07:00,[9] [Appended  00:08:15] [1] ENTIRE LEFT LANE BLOCKED BY PEOPLE OO VEHS
19234736,64478426,01/01/2020 00:07:00,Unit Assigned
19234779,64478427,01/01/2020 00:07:00,[3] 3A ORD 131362 - SENDING LA TOW ETA 20 MINS
19234779,64478428,01/01/2020 00:07:00,[2] BLOCKING SLOW LANE
19234758,64478452,01/01/2020 00:07:00,[12] [Rotation Request Comment] 1039 DESERT VALLEY TOWING // 760 252 9000
19234749,64478414,01/01/2020 00:08:00,Unit At Scene
19234725,64478416,01/01/2020 00:08:00,Unit At Scene
19234779,64478429,01/01/2020 00:08:00,Unit Assigned
19234779,64478430,01/01/2020 00:08:00,Unit Cleared
19234779,64478431,01/01/2020 00:08:00,Unit Enroute
19234776,64478450,01/01/2020 00:08:00,Unit Assigned
19234776,64478451,01/01/2020 00:08:00,Unit Enroute
19234742,64478418,01/01/2020 00:09:00,[31] Secondary Location for C43-008: 16875 WILLOW GLEN RD SPC 20.
19234742,64478419,01/01/2020 00:09:00,[30] [Rotation Request Comment] 1039 BandK TOW 530-675-9130
19234737,64478439,01/01/2020 00:09:00,Unit Enroute
19234780,64478441,01/01/2020 00:09:00,[6] DONT RESPOND A UNIT TILL GUN FIRE SLOWS DOWN PER S6
19234755,64478465,01/01/2020 00:09:00,Unit Assigned
19234755,64478466,01/01/2020 00:09:00,Unit Enroute
19234754,64478458,01/01/2020 00:10:00,Unit At Scene
19234742,64478462,01/01/2020 00:10:00,[33] C43-008  ADVS B AND K VEH DIRECTLY ACROSS THE ST FROM SEASAME ST - IT IS HARD TO SEE FROM THE ROAD - 1185 CAN GO AHEAD AND HOOK IT UP
19234742,64478463,01/01/2020 00:10:00,[32] 1039 B and K
19234784,64478474,01/01/2020 00:10:00,[1] 79-60 PLS ASC CLOSE ANIMAL SHELTER TO DROP OFF STRAY DOG
19234768,64478457,01/01/2020 00:11:00,Unit At Scene
19234783,64478472,01/01/2020 00:11:00,[1] DRK COLORED SEDAN BLKING THE SLOW LANE  * PRTY OO VEH PUSHING THE VEH
19234783,64478473,01/01/2020 00:11:00,[1] DRK VEH IN MIDDLE LNS - PTY O/O VEH
19234781,64478454,01/01/2020 00:12:00,[5] HUSB IS TRYING TO GET THE MALE DRVR OO VEH
19234765,64478459,01/01/2020 00:12:00,Unit Enroute
19234765,64478460,01/01/2020 00:12:00,Unit At Scene
19234782,64478464,01/01/2020 00:12:00,[1] CD - SEDAN
19234701,64478467,01/01/2020 00:12:00,Unit Cleared
19234770,64478468,01/01/2020 00:12:00,[5] #2 LANE BLOCKED
19234770,64478469,01/01/2020 00:12:00,Unit Assigned
19234770,64478470,01/01/2020 00:12:00,Unit Enroute
19234770,64478471,01/01/2020 00:12:00,Unit At Scene
19234785,64478477,01/01/2020 00:12:00,[1] LRG BLK DOG
19234724,64478479,01/01/2020 00:12:00,[7] 1039 CC / FOR CORDS
19234742,64478461,01/01/2020 00:13:00,[35] 1039 YCSO // INQ WHERE DEPUTY CAN 1198
19234761,64478475,01/01/2020 00:13:00,[13] [Notification] [CHP]-Problem changed from 1183-Trfc Collision-Unkn Inj to 20002-Hit and Run No Injuries
19234785,64478476,01/01/2020 00:13:00,[4] EATING SOMETHING IN CD
19234781,64478453,01/01/2020 00:14:00,[9] POSS ON ISLETON RD X ANDRUS ISLAND
19234781,64478455,01/01/2020 00:14:00,Unit Assigned
19234781,64478456,01/01/2020 00:14:00,Unit Enroute
19234764,64478486,01/01/2020 00:14:00,Unit Assigned
19234781,64478480,01/01/2020 00:15:00,Unit Assigned
19234781,64478481,01/01/2020 00:15:00,Unit Enroute
19234782,64478485,01/01/2020 00:15:00,Unit Assigned
19234764,64478487,01/01/2020 00:15:00,Unit Enroute
19234786,64478484,01/01/2020 00:16:00,[3] UNK VIC VEH
19234755,64478490,01/01/2020 00:16:00,[14] [Notification] [CHP]-PER ANOTHER - DRUNK GUYS PUNCHING EA OTHER ON THE TI OFF WITH PD OR CHP 1097  [Shared]
19234766,64478491,01/01/2020 00:16:00,Unit At Scene
19234785,64478498,01/01/2020 00:16:00,Unit Assigned
19234785,64478499,01/01/2020 00:16:00,Unit Cleared
19234786,64478483,01/01/2020 00:17:00,[4] SV DRIVER IS STAYING AT CAMBRIA PINES LODGE // SUSP DROVE VEH TO OTHER SIDE OF PK LOT
19234705,64478492,01/01/2020 00:17:00,[7] 82-22T REQ 1185
19234706,64478493,01/01/2020 00:17:00,Unit Cleared
19234532,64478494,01/01/2020 00:17:00,Unit At Scene
19234787,64478496,01/01/2020 00:17:00,[3] [Appended  00:19:28] [2] VEHS SWERVING TO AVOID// NEAR TC
19234787,64478497,01/01/2020 00:17:00,[2] [Appended  00:19:28] [1] UHAUL 1125 IN SLOW LANE
19234769,64478482,01/01/2020 00:18:00,Unit Cleared
19234755,64478489,01/01/2020 00:18:00,[17] 32-81 EB TI OFR ALMOST 97 WILL ADV [Shared]
19234787,64478495,01/01/2020 00:18:00,[1] UHAUL STALLED IN THE SLOW LN
19234755,64478488,01/01/2020 00:19:00,[18] 32-R1 WB TI ONR / NOTHING THERE UTL [Shared]
19234790,64478508,01/01/2020 00:19:00,[2] 3 VEHS INVOLVED
19234736,64478512,01/01/2020 00:19:00,Unit Cleared
19234770,64478513,01/01/2020 00:20:00,Unit At Scene
19234705,64478519,01/01/2020 00:20:00,[8] [Rotation Request Comment] 1039 MR C'S TOW // 562-594-9521 // ETA 20 OL
19234793,64478522,01/01/2020 00:20:00,[3] BRO MEDIUM SIZE DOG RUNNING ALONGSIDE IN THE CD
19234788,64478500,01/01/2020 00:21:00,[1] GERMAN SHEPARD RUNNING WB IN RDWY
19234789,64478504,01/01/2020 00:21:00,[4] CORR HIT HILLSIDE
19234789,64478505,01/01/2020 00:21:00,[3] BRO OR DRK COLORED DODG PK VS SIDE OF RD
19234790,64478507,01/01/2020 00:21:00,[4] INV BLU PONT SUNFIRE VS RED HOND FIT VS GRY HOND 4D
19234792,64478518,01/01/2020 00:21:00,[1] 2 VEH TC
19234776,64478529,01/01/2020 00:21:00,Unit At Scene
19234767,64478530,01/01/2020 00:21:00,[7] SMALL WHI VEH   HAS DAMAGE ON TH ERS
19234788,64478501,01/01/2020 00:22:00,Unit Assigned
19234788,64478502,01/01/2020 00:22:00,Unit Enroute
19234789,64478503,01/01/2020 00:22:00,[8] 1125
19234755,64478511,01/01/2020 00:22:00,[19] 32-81 TI IS OFR EB IS CLR [Shared]
19234792,64478516,01/01/2020 00:22:00,[3] NEG BLKG
19234792,64478517,01/01/2020 00:22:00,[2] RP VEH WHI CHEV EQX VS BLK NISS SEN
19234793,64478523,01/01/2020 00:22:00,Unit Assigned
19234793,64478524,01/01/2020 00:22:00,Unit Cleared
19234785,64478525,01/01/2020 00:22:00,Unit Assigned
19234785,64478526,01/01/2020 00:22:00,Unit Enroute
19234738,64478527,01/01/2020 00:22:00,[43] [Appended  00:23:04] [3] GERMAN SHEPHARD  WALKING ON RHS
19234789,64478506,01/01/2020 00:23:00,Unit Assigned
19234771,64478509,01/01/2020 00:23:00,Unit Enroute
19234771,64478510,01/01/2020 00:23:00,Unit At Scene
19234792,64478515,01/01/2020 00:23:00,[5] RP VEH WAS PARKED DURING TC
19234791,64478520,01/01/2020 00:23:00,Unit Assigned
19234791,64478521,01/01/2020 00:23:00,Unit At Scene
19234669,64478528,01/01/2020 00:23:00,Unit Cleared
19234791,64478514,01/01/2020 00:24:00,[1] RP IN A RED VAN VS BLK MAZ SD - PTYS ARE 1023 IN ARCO PLOT
19234791,64478550,01/01/2020 00:24:00,[1] RED FORD MUS VS GRY SD * ON RS
19234791,64478565,01/01/2020 00:24:00,[1] RP IN A 2013 NISS ROGUE WAS HIT BY ANOTHER VEH
19234791,64478566,01/01/2020 00:24:00,[8] [Appended  00:25:27] [6] MIGHT NOT BE VISIBLE FROM RDWY
19234791,64478567,01/01/2020 00:24:00,[7] [Appended  00:25:27] [5] ON RHS
19234791,64478568,01/01/2020 00:24:00,[5] [Appended  00:25:27] [3] VEH ON ITS ROOF
19234760,64478544,01/01/2020 00:25:00,Unit At Scene
19234791,64478549,01/01/2020 00:25:00,Unit Assigned
19234792,64478553,01/01/2020 00:25:00,Unit Assigned
19234792,64478554,01/01/2020 00:25:00,Unit Enroute
19234791,64478562,01/01/2020 00:25:00,[13] RP IN THE CD
19234791,64478563,01/01/2020 00:25:00,[2] OTHER VEH FLIPPED AND WENT O/SIDE
19234791,64478564,01/01/2020 00:25:00,[11] [Appended  00:25:27] [9] NEG 1125
19234721,64478573,01/01/2020 00:25:00,Unit Cleared
19234791,64478551,01/01/2020 00:26:00,Unit Assigned
19234791,64478552,01/01/2020 00:26:00,Unit Enroute
19234784,64478555,01/01/2020 00:26:00,[2] PER A/C THE ONLY SHELTER OPEN TONIGHT IS 11258 S GARFIELD AVE  DOWNEY  // THEY ARE NOT DOING PICK UPS TONIGHT
19234796,64478556,01/01/2020 00:26:00,[2] ALL MAJOR ROADWAYS OPEN AT THIS TIME
19234791,64478560,01/01/2020 00:26:00,[17] 1039 AMR
19234791,64478561,01/01/2020 00:26:00,[16] WHI BMW WAS 23103 AT HIGH SPEEDS PRIOR TO TC
19234734,64478572,01/01/2020 00:26:00,Unit Cleared
19234776,64478575,01/01/2020 00:26:00,[29] 1039 CC
19234776,64478576,01/01/2020 00:26:00,[26] C12-083  REQ 1185 VEH ON ITS ROOF // ONE TC AND ONE 1126 // PTY WALKING AWAY NOT INVLD IN TC
19234794,64478536,01/01/2020 00:27:00,[2] GRY  HONDA ACC    RHS    VS   DEBRIS   IN LANES    POSS A BUMPER
19234794,64478537,01/01/2020 00:27:00,[1] RP HIT  DEBRIS
19234736,64478542,01/01/2020 00:27:00,Unit Cleared
19234796,64478557,01/01/2020 00:27:00,Unit Assigned
19234796,64478558,01/01/2020 00:27:00,Unit At Scene
19234791,64478559,01/01/2020 00:27:00,[20] 1039 FIRE
19234787,64478569,01/01/2020 00:27:00,[13] ADDL PTY ADV 2 VEHS ALMOST TC'D INTO THE VEH
19234787,64478570,01/01/2020 00:27:00,[11] [Appended  00:27:43] [1] UHAUL ON THE RS BUT PART 1125 IN THE SLOW LN
19234787,64478571,01/01/2020 00:27:00,Unit Assigned
19234776,64478574,01/01/2020 00:27:00,[31] [Rotation Request Comment] 1039 DESERT VALLEY TOWING VV // 760 240 4207
19234794,64478663,01/01/2020 00:27:00,[23] [Appended  00:35:42] [2] GRY  HONDA ACC    RHS    VS   DEBRIS   IN LANES    POSS A BUMPER
19234794,64478664,01/01/2020 00:27:00,[22] [Appended  00:35:42] [1] RP HIT  DEBRIS
19234709,64478531,01/01/2020 00:28:00,[27] [Notification] [CHP]-Problem changed from 1179-Trfc Collision-1141 Enrt to 20002-Hit and Run No Injuries by CHP
19234709,64478532,01/01/2020 00:28:00,Unit Cleared
19234794,64478533,01/01/2020 00:28:00,[6] RP ADV  1 VEH   FAST LNE  AND  1 RT LNE
19234794,64478534,01/01/2020 00:28:00,[4] RP ADV   :  2 VEHS    JEO  OF HER   LOCATION    :
19234794,64478535,01/01/2020 00:28:00,[3] *  2VEHS  PULLED RHS    BLK DODG CHARGER  VS  HONDA CAR    TC
19234755,64478540,01/01/2020 00:28:00,Unit Cleared
19234770,64478545,01/01/2020 00:28:00,[9] C54-080  1185 SIL FORD F150
19234800,64478615,01/01/2020 00:28:00,[1] WHI SUV ON RS
19234794,64478660,01/01/2020 00:28:00,[27] [Appended  00:35:42] [6] RP ADV  1 VEH   FAST LNE  AND  1 RT LNE
19234794,64478661,01/01/2020 00:28:00,[25] [Appended  00:35:42] [4] RP ADV   :  2 VEHS    JEO  OF HER   LOCATION    :
19234794,64478662,01/01/2020 00:28:00,[24] [Appended  00:35:42] [3] *  2VEHS  PULLED RHS    BLK DODG CHARGER  VS  HONDA CAR    TC
19234794,64478538,01/01/2020 00:29:00,Unit Assigned
19234794,64478539,01/01/2020 00:29:00,Unit Enroute
19234755,64478541,01/01/2020 00:29:00,Unit Cleared
19234690,64478543,01/01/2020 00:29:00,Unit Cleared
19234770,64478546,01/01/2020 00:29:00,Unit Cleared
19234795,64478547,01/01/2020 00:29:00,[2] POSS MULTI VEH TC -
19234795,64478548,01/01/2020 00:29:00,[1] RP HEARD TC - FROM RESIDENCE -
19234800,64478611,01/01/2020 00:29:00,[4] SUV WAS ON RS THEN LANDED IN MIDDLE LNS
19234800,64478612,01/01/2020 00:29:00,[6] [Appended  00:30:14] [2] POSS MULTI VEH TC -
19234800,64478613,01/01/2020 00:29:00,[5] [Appended  00:30:14] [1] RP HEARD TC - FROM RESIDENCE -
19234800,64478614,01/01/2020 00:29:00,[2] [Appended  00:29:24] [1] WHI SUV FACING SIDEWAYS BLKG 3 MIDDLE LNS
19234800,64478616,01/01/2020 00:29:00,Unit Assigned
19234800,64478617,01/01/2020 00:29:00,Unit Enroute
19234781,64478577,01/01/2020 00:30:00,Unit Assigned
19234781,64478578,01/01/2020 00:30:00,Unit Enroute
19234770,64478581,01/01/2020 00:30:00,[10] [Rotation Request Comment] 1039 EDDIES 805-499-1492
19234794,64478589,01/01/2020 00:30:00,Unit Assigned
19234794,64478590,01/01/2020 00:30:00,Unit Enroute
19234794,64478598,01/01/2020 00:30:00,[9] CHARGER VS HONDA IN FAST LANE
19234794,64478599,01/01/2020 00:30:00,Unit Cleared
19234764,64478601,01/01/2020 00:30:00,Unit Assigned
19234764,64478602,01/01/2020 00:30:00,Unit Enroute
19234715,64478605,01/01/2020 00:30:00,Unit Cleared
19234760,64478607,01/01/2020 00:30:00,[11] C28-505  PTYS HAVE KAUTZ TOWING ENRT REQ ETA
19234800,64478610,01/01/2020 00:30:00,[9] [Notification] [CHP]-Problem changed from 1126-Disabled Veh Occupied to 1183-Trfc Collision-Unkn Inj by CHP [Shared]
19234800,64478618,01/01/2020 00:30:00,Unit Assigned
19234800,64478619,01/01/2020 00:30:00,Unit Enroute
19234791,64478620,01/01/2020 00:30:00,Unit At Scene
19234800,64478634,01/01/2020 00:30:00,[1] VEH VS LARGE DOG
19234669,64478636,01/01/2020 00:30:00,[19] [Notification] [CHP]-Problem changed from 1183-Trfc Collision-Unkn Inj to 1181-Trfc Collision-Minor Inj by CHP
19234776,64478639,01/01/2020 00:30:00,Unit At Scene
19234794,64478659,01/01/2020 00:30:00,[30] [Appended  00:35:42] [9] CHARGER VS HONDA IN FAST LANE
19234794,64478586,01/01/2020 00:31:00,[13] [Notification] [CHP]-Problem changed from CFIRE-Car Fire to 1183-Trfc Collision-Unkn Inj by CHP [Shared]
19234794,64478587,01/01/2020 00:31:00,[12] [Notification] [CHP]-PER ANOTHER TC - EB 80 AT HILLTOP OFR ***  DOT SF TO  VALLEJO ***   2 VEHS BLOCKING SLO LANE  AND FAST LANE  [Shared]
19234794,64478588,01/01/2020 00:31:00,[11] 1039 FIRE
19234764,64478600,01/01/2020 00:31:00,Unit Cleared
19234760,64478606,01/01/2020 00:31:00,[12] ETA FOR KAUTZ- 15 - 20 MIN
19234801,64478624,01/01/2020 00:31:00,[3] VEH IS BLKING THE EB LANE
19234800,64478632,01/01/2020 00:31:00,[4] RP 1023'ING AT SR216 AND ROAD 168
19234800,64478633,01/01/2020 00:31:00,[2] RP BELIEVES DOG IS 1144 BUT HAVING TROUBLE LOCATING IT
19234798,64478579,01/01/2020 00:32:00,[2] DOG ON RS NOW 1144 - FEMLAE PIT
19234798,64478580,01/01/2020 00:32:00,[1] VEH VS DOG
19234794,64478584,01/01/2020 00:32:00,[15] [Appended  00:32:45] [2] CHILDREN OO VEHS ON THE SIDEWALK
19234794,64478585,01/01/2020 00:32:00,[14] [Appended  00:32:45] [1] 3 VEHS
19234794,64478591,01/01/2020 00:32:00,Unit Assigned
19234794,64478592,01/01/2020 00:32:00,Unit Enroute
19234794,64478595,01/01/2020 00:32:00,[15] 1039 1141
19234794,64478596,01/01/2020 00:32:00,[13] [Notification] [CHP]-Problem changed from 1183-Trfc Collision-Unkn Inj to 1179-Trfc Collision-1141 Enrt by CHP [Shared]
19234794,64478597,01/01/2020 00:32:00,[11] [Notification] [CHP]-PER ANOTHER ITS EB AT HILLTOP **** DODG CHARGER BLCOKING @1 AND SLO LANE AND 2 OCCUPANTS ONTHE GROUND  [Shared]
19234799,64478608,01/01/2020 00:32:00,Unit Assigned
19234800,64478609,01/01/2020 00:32:00,[10] [Rotation Request Comment] 1039 HOLLYWOOD CAR CARRIER * 323-913-4040
19233138,64478623,01/01/2020 00:32:00,Unit Cleared
19234791,64478628,01/01/2020 00:32:00,[22] C48-032  1185 JNO BECKWITH
19234791,64478629,01/01/2020 00:32:00,Unit At Scene
19234791,64478630,01/01/2020 00:32:00,Unit Assigned
19234791,64478631,01/01/2020 00:32:00,Unit Enroute
19234804,64478651,01/01/2020 00:32:00,[5] AND RESP VEH WAS LEAVING
19234804,64478652,01/01/2020 00:32:00,[4] RESP VEH TC'D INTO HER  VEH IN PLOT
19234794,64478656,01/01/2020 00:32:00,[36] [Appended  00:35:42] [15] 1039 1141
19234794,64478657,01/01/2020 00:32:00,[34] [Appended  00:35:42] [13] [Notification] [CHP]-Problem changed from 1183-Trfc Collision-Unkn Inj to 1179-Trfc Collision-1141 Enrt by CHP [Shared]
19234794,64478658,01/01/2020 00:32:00,[32] [Appended  00:35:42] [11] [Notification] [CHP]-PER ANOTHER ITS EB AT HILLTOP **** DODG CHARGER BLCOKING @1 AND SLO LANE AND 2 OCCUPANTS ONTHE GROUND  [Shared]
19234794,64478582,01/01/2020 00:33:00,[19] RCH 1141 ALREADY ENRT   PER COCO FIRE *****
19234794,64478583,01/01/2020 00:33:00,[17] [Notification] [CHP]-Problem changed from 1183-Trfc Collision-Unkn Inj to 1179-Trfc Collision-1141 Enrt by CHP [Shared]
19234794,64478593,01/01/2020 00:33:00,Unit Assigned
19234794,64478594,01/01/2020 00:33:00,Unit Enroute
19234755,64478604,01/01/2020 00:33:00,Unit Cleared
19234706,64478622,01/01/2020 00:33:00,[28] 82-400 REQ PERMISSION TO BOOK AT ELASO FOR A MALE  STRAIGHT DUI  O/O A TC W/ MEDICAL CLEARANCE  PTY TAKES NO MEDS
19234801,64478625,01/01/2020 00:33:00,Unit Assigned
19234801,64478626,01/01/2020 00:33:00,Unit Enroute
19234791,64478627,01/01/2020 00:33:00,[23] [Rotation Request Comment] 1039 RAMONTS 209-527-2700
19234800,64478635,01/01/2020 00:33:00,Unit Assigned
19234776,64478637,01/01/2020 00:33:00,[33] C12-083  HAVE CORDS RESP FOR 1125 ICE / FOR CINDERS
19234776,64478638,01/01/2020 00:33:00,[32] [Notification] [CHP]-SBCC ADV AT FIRESTATION 10   BEEKLY JSO PHELAN THEY HAD A HMA WALK - IN AND ADV IT WAS CONFIRMED INV IN TC [Shared]
19234807,64478672,01/01/2020 00:33:00,[1] 2 VEH TC
19234755,64478603,01/01/2020 00:34:00,Unit Cleared
19234792,64478621,01/01/2020 00:34:00,[6] 310 97 IN AREA * CHURCH GATHERING IN AREA SEVERAL VEHS
19234776,64478640,01/01/2020 00:34:00,Unit Cleared
19234767,64478641,01/01/2020 00:34:00,Unit Assigned
19234767,64478642,01/01/2020 00:34:00,Unit Enroute
19234807,64478670,01/01/2020 00:34:00,[3] RP VEH BLKG #3 LN // OTHER VEH BLKG #5 LN
19234807,64478671,01/01/2020 00:34:00,[2] RP VEH WHI MAZD 3 VS SIL MERZ C CLASS
19234803,64478645,01/01/2020 00:35:00,[3] FIRE 97
19234804,64478653,01/01/2020 00:35:00,Unit Assigned
19234794,64478655,01/01/2020 00:35:00,[21] GG-K6  1097 EB 80 AT HILLTOP
19234794,64478665,01/01/2020 00:35:00,Unit At Scene
19234806,64478668,01/01/2020 00:35:00,[1] BUMPER IN #1 LANE
19234806,64478669,01/01/2020 00:35:00,Unit Assigned
19234706,64478683,01/01/2020 00:35:00,[29] 1039 ELASO // AFFIRM ON BOOKING PER CABRAL-
19234791,64478685,01/01/2020 00:35:00,[26] 1039 SRCC W/ UPDATE
19234791,64478686,01/01/2020 00:35:00,[25] AMR COPIES LN 24
19234791,64478687,01/01/2020 00:35:00,[24] C48-032  VEH OT 1124 WIT ADVD POSS EJECTED LOOKING FOR BODY
19234819,64478850,01/01/2020 00:35:00,[3] [Appended  00:55:14] [1] BUMPER IN #1 LANE
19234803,64478646,01/01/2020 00:36:00,Unit Assigned
19234804,64478654,01/01/2020 00:36:00,Unit Enroute
19234715,64478667,01/01/2020 00:36:00,[34] 1039 BT
19234799,64478674,01/01/2020 00:36:00,Unit Assigned
19234799,64478675,01/01/2020 00:36:00,Unit Enroute
19234791,64478680,01/01/2020 00:36:00,Unit At Scene
19234776,64478690,01/01/2020 00:36:00,[35] 83 INQ W/ CC FOR EXTENT OF INJ
19234802,64478643,01/01/2020 00:37:00,[3] DIDN'T SEE ANYONE OUT OF THE VEH
19234802,64478644,01/01/2020 00:37:00,[1] DARK COLOR PT CRU IN THE FAST LN / APPEARS TO HAVE TC'D INTO THE CD
19234781,64478647,01/01/2020 00:37:00,Unit At Scene
19234798,64478649,01/01/2020 00:37:00,Unit Assigned
19234798,64478650,01/01/2020 00:37:00,Unit Enroute
19234791,64478679,01/01/2020 00:37:00,[3] BLKG SLOW LN
19234733,64478682,01/01/2020 00:37:00,Unit Cleared
19234798,64478648,01/01/2020 00:38:00,[8] [Notification] [CHP]-PRTY NOW 1023 DN ONR TO SB 101 FOR UNIT  [Shared]
19234764,64478666,01/01/2020 00:38:00,Unit At Scene
19234807,64478673,01/01/2020 00:38:00,Unit Assigned
19234799,64478677,01/01/2020 00:38:00,Unit At Scene
19234774,64478681,01/01/2020 00:38:00,Unit At Scene
19234791,64478684,01/01/2020 00:38:00,[28] 1039 AIR OPS SCOTT AIR DOWN FOR WEATHER //WILL RECHECK AND CALL BACK TO ADVS
19234787,64478688,01/01/2020 00:38:00,[19] A115-010  BLKING #4 GOING TO TRY AND PUSH THEM OO LNS
19234787,64478689,01/01/2020 00:38:00,Unit At Scene
